_id,device,timestamp,temperature,humidity,NH3,CO,NO2,CO2,cluster,kategori
693ecd657e549404d279840e,ESP8266-Sensors,2025-12-14|14:44:53,29.58,61.8,1.03,2.17,0.33,551.32,,
693ecd6a7e549404d279840f,ESP8266-Sensors,2025-12-14|14:44:58,30.93,62.26,1.66,3.39,0.36,539.88,,
693ecd6f7e549404d2798410,ESP8266-Sensors,2025-12-14|14:45:03,32.7,53.42,1.03,4.49,0.76,451.54,,
693ecd747e549404d2798411,ESP8266-Sensors,2025-12-14|14:45:08,33.43,51.58,1.84,2.04,0.9,484.8,,
693ecd797e549404d2798412,ESP8266-Sensors,2025-12-14|14:45:13,28.13,47.85,1.51,0.82,0.61,532.56,,
693ecd7e7e549404d2798413,ESP8266-Sensors,2025-12-14|14:45:18,28.06,42.29,1.35,2.89,0.43,587,,
693ecd837e549404d2798414,ESP8266-Sensors,2025-12-14|14:45:23,29,79.73,1.2,1.79,0.5,554.03,,
693ecd887e549404d2798415,ESP8266-Sensors,2025-12-14|14:45:28,32.28,45.49,1.82,4.14,0.86,565.56,,
693ecd8d7e549404d2798416,ESP8266-Sensors,2025-12-14|14:45:33,30.24,48.62,1.39,2.66,0.53,468.35,,
693ecd927e549404d2798417,ESP8266-Sensors,2025-12-14|14:45:38,29.94,63.29,1.6,4.79,0.87,412.4,,
693ecd977e549404d2798418,ESP8266-Sensors,2025-12-14|14:45:43,26.14,50.34,1.78,3.91,0.35,536.36,,
693ecd9c7e549404d2798419,ESP8266-Sensors,2025-12-14|14:45:48,30.8,58.91,1.02,1.83,0.55,487.93,,
693ecda17e549404d279841a,ESP8266-Sensors,2025-12-14|14:45:53,29.59,56.02,1.59,4.63,0.96,532.77,,
693ecda67e549404d279841b,ESP8266-Sensors,2025-12-14|14:45:58,25.48,55.18,0.76,2.47,0.85,520.28,,
693ecdab7e549404d279841c,ESP8266-Sensors,2025-12-14|14:46:03,26.12,77.28,1.09,3.78,0.43,488.24,,
693ecdb07e549404d279841d,ESP8266-Sensors,2025-12-14|14:46:08,26.26,42.54,1.58,1.42,0.18,593.43,,
693ecdb57e549404d279841e,ESP8266-Sensors,2025-12-14|14:46:13,27.16,58.5,1.47,3.31,0.31,433.75,,
693ecdba7e549404d279841f,ESP8266-Sensors,2025-12-14|14:46:18,28.6,62.37,1.44,0.81,0.92,436.99,,
693ecdbf7e549404d2798420,ESP8266-Sensors,2025-12-14|14:46:23,34.51,71.61,1.42,1.98,0.96,553.8,,
693ecdc47e549404d2798421,ESP8266-Sensors,2025-12-14|14:46:28,25.48,60.27,0.54,0.63,0.36,563.99,,
693ecdc97e549404d2798422,ESP8266-Sensors,2025-12-14|14:46:33,30.42,89.77,0.66,3.02,0.17,430.63,,
693ecdce7e549404d2798423,ESP8266-Sensors,2025-12-14|14:46:38,33.1,83.14,1.35,4.14,0.77,554.12,,
693ecdd37e549404d2798424,ESP8266-Sensors,2025-12-14|14:46:43,34.23,89.09,1.56,4.57,0.66,545.46,,
693ecdd87e549404d2798425,ESP8266-Sensors,2025-12-14|14:46:48,33.54,41.97,1.97,4.13,0.66,412.14,,
693ecddd7e549404d2798426,ESP8266-Sensors,2025-12-14|14:46:53,34.78,61.02,1.3,0.33,0.27,439.68,,
693ecde27e549404d2798427,ESP8266-Sensors,2025-12-14|14:46:58,33.73,55.71,1.18,4.22,0.36,440.26,,
693ecde77e549404d2798428,ESP8266-Sensors,2025-12-14|14:47:03,26.35,64.49,1.6,3.87,0.72,421.31,,
693ecdec7e549404d2798429,ESP8266-Sensors,2025-12-14|14:47:08,25.72,47.77,1.08,0.51,0.91,585.88,,
693ecdf17e549404d279842a,ESP8266-Sensors,2025-12-14|14:47:13,31.48,51.71,0.94,1.65,0.71,446.89,,
693ecdf67e549404d279842b,ESP8266-Sensors,2025-12-14|14:47:18,29.21,73.48,1.54,2.63,0.48,458.15,,
693ecdfb7e549404d279842c,ESP8266-Sensors,2025-12-14|14:47:23,34.76,67.21,0.68,3.43,0.7,402.84,,
693ece007e549404d279842d,ESP8266-Sensors,2025-12-14|14:47:28,27.57,45.39,0.62,1.27,0.3,429.25,,
693ece057e549404d279842e,ESP8266-Sensors,2025-12-14|14:47:33,32.75,48.69,0.8,3.6,0.21,453.07,,
693ece0a7e549404d279842f,ESP8266-Sensors,2025-12-14|14:47:38,32.41,75.01,1.58,3.8,0.84,429.51,,
693ece0f7e549404d2798430,ESP8266-Sensors,2025-12-14|14:47:43,34.17,89.28,1.26,1.07,0.94,590.95,,
693ece147e549404d2798431,ESP8266-Sensors,2025-12-14|14:47:48,27.54,83.13,0.51,3.04,0.55,439.43,,
693ece197e549404d2798432,ESP8266-Sensors,2025-12-14|14:47:53,32.85,84.96,0.85,4.84,0.38,479.92,,
693ece1e7e549404d2798433,ESP8266-Sensors,2025-12-14|14:47:58,26.3,74.18,0.72,2.65,0.41,457.76,,
693ece2d7e549404d2798434,ESP8266-Sensors,2025-12-14|14:48:03,33.69,43.9,1.5,2.72,0.93,476.24,,
693ece2e7e549404d2798435,ESP8266-Sensors,2025-12-14|14:48:08,33.89,72.05,1.5,3.79,0.74,457.49,,
693ece2e7e549404d2798436,ESP8266-Sensors,2025-12-14|14:48:13,29.32,46.03,1.06,1.34,0.77,449.52,,
693ece327e549404d2798437,ESP8266-Sensors,2025-12-14|14:48:18,26.74,58.73,1.75,0.22,0.94,547.36,,
693ece377e549404d2798438,ESP8266-Sensors,2025-12-14|14:48:23,27.27,77.09,1.5,1.11,0.43,576.57,,
693ece3c7e549404d2798439,ESP8266-Sensors,2025-12-14|14:48:28,28.59,70.97,0.51,0.3,0.21,550.09,,
693ece417e549404d279843a,ESP8266-Sensors,2025-12-14|14:48:33,26.39,84.83,1.14,4.98,0.54,575.98,,
693eced27e549404d279843e,ESP8266-Sensors,2025-12-14|14:48:53,29.96,86.95,1.14,1.48,0.99,543.88,,
693eced57e549404d279843f,ESP8266-Sensors,2025-12-14|14:48:58,28.87,52,2,1.53,0.19,520.35,,
693eced57e549404d2798440,ESP8266-Sensors,2025-12-14|14:49:03,27.49,59.04,1.4,0.49,0.63,446.78,,
693eced67e549404d2798441,ESP8266-Sensors,2025-12-14|14:49:08,26.78,48.63,0.77,3.06,0.65,499.17,,
693eced67e549404d2798442,ESP8266-Sensors,2025-12-14|14:49:13,27.25,53,1.82,2.01,0.83,478.49,,
693eced67e549404d2798443,ESP8266-Sensors,2025-12-14|14:49:18,32.14,78.38,1.44,1.65,0.49,545.49,,
693eced67e549404d2798444,ESP8266-Sensors,2025-12-14|14:49:23,34.93,48.57,1.07,4.89,0.7,549.63,,
693eced67e549404d2798445,ESP8266-Sensors,2025-12-14|14:49:28,29.54,49.89,1.43,1.14,0.55,567.37,,
693eced67e549404d2798446,ESP8266-Sensors,2025-12-14|14:49:33,32.57,49.25,1.99,0.22,0.5,477.02,,
693eced67e549404d2798447,ESP8266-Sensors,2025-12-14|14:49:38,28.3,76.09,1.57,1.56,0.55,432.05,,
693eced67e549404d2798448,ESP8266-Sensors,2025-12-14|14:49:43,25.56,59.01,0.63,4.91,0.42,503.3,,
693eced67e549404d2798449,ESP8266-Sensors,2025-12-14|14:49:48,31.99,76.52,1.1,4.62,0.46,537.24,,
693eced67e549404d279844a,ESP8266-Sensors,2025-12-14|14:49:53,30.85,42.32,1.21,4.06,0.9,465.82,,
693eced67e549404d279844b,ESP8266-Sensors,2025-12-14|14:49:58,34.69,77.21,1.84,3.34,0.62,456.54,,
693eced67e549404d279844c,ESP8266-Sensors,2025-12-14|14:50:03,27.28,53.74,0.61,4.14,0.86,549.24,,
693eced67e549404d279844d,ESP8266-Sensors,2025-12-14|14:50:08,33.55,42.68,1.99,2.02,0.72,434.64,,
693eced67e549404d279844e,ESP8266-Sensors,2025-12-14|14:50:13,30.77,40.31,0.68,2.19,0.4,467.07,,
693eced67e549404d279844f,ESP8266-Sensors,2025-12-14|14:50:18,29.87,72.69,1.93,4.14,0.67,503.44,,
693eced67e549404d2798450,ESP8266-Sensors,2025-12-14|14:50:23,34.85,66.23,1.8,4.08,0.87,536.7,,
693eced77e549404d2798451,ESP8266-Sensors,2025-12-14|14:50:28,32.96,49.65,1.14,4.65,0.47,530.31,,
693eced77e549404d2798452,ESP8266-Sensors,2025-12-14|14:50:33,25.76,74.19,1.24,1.88,1,531.54,,
693eced77e549404d2798453,ESP8266-Sensors,2025-12-14|14:50:38,34.12,82.63,1.11,1.16,0.68,551.74,,
693eced77e549404d2798454,ESP8266-Sensors,2025-12-14|14:50:43,28.17,64.3,0.91,2.23,0.32,543.42,,
693eced77e549404d2798455,ESP8266-Sensors,2025-12-14|14:50:48,29.9,72.19,0.83,0.26,0.9,573.87,,
693eced77e549404d2798456,ESP8266-Sensors,2025-12-14|14:50:53,28.03,45.17,1.06,1.27,0.64,432.55,,
693eced77e549404d2798457,ESP8266-Sensors,2025-12-14|14:50:58,32.28,60.05,0.77,3.94,0.99,400.97,,
693eced77e549404d2798458,ESP8266-Sensors,2025-12-14|14:51:03,31.59,63.28,1.36,3.35,0.19,432.13,,
693ecedc7e549404d2798459,ESP8266-Sensors,2025-12-14|14:51:08,32.13,57.76,1.81,2.85,0.44,557.69,,
693ecee17e549404d279845a,ESP8266-Sensors,2025-12-14|14:51:13,26.14,55.49,1.27,4.43,0.93,553.09,,
693ecee67e549404d279845b,ESP8266-Sensors,2025-12-14|14:51:18,34.72,82.55,1.48,2.18,0.51,441.33,,
693eceeb7e549404d279845c,ESP8266-Sensors,2025-12-14|14:51:23,30.27,79.7,1.73,4.73,0.61,597.12,,
693ecef07e549404d279845d,ESP8266-Sensors,2025-12-14|14:51:28,26.23,74.05,1.35,3.01,0.24,450.9,,
693ecef57e549404d279845e,ESP8266-Sensors,2025-12-14|14:51:33,28.32,79.02,0.87,0.22,0.37,452.06,,
693ecefa7e549404d279845f,ESP8266-Sensors,2025-12-14|14:51:38,25.21,57.04,1.92,2.86,0.96,490.07,,
693eceff7e549404d2798460,ESP8266-Sensors,2025-12-14|14:51:43,25.86,55.85,1.85,2.57,0.99,441.98,,
693ecf047e549404d2798461,ESP8266-Sensors,2025-12-14|14:51:48,30.87,85.93,1.43,2.02,0.29,513.13,,
693ecf097e549404d2798462,ESP8266-Sensors,2025-12-14|14:51:53,28.28,77.37,1.09,3.17,0.92,402.65,,
693ecf0e7e549404d2798463,ESP8266-Sensors,2025-12-14|14:51:58,33.32,76.88,0.83,4.39,0.15,502.58,,
693ecf137e549404d2798464,ESP8266-Sensors,2025-12-14|14:52:03,27.52,72.55,1.31,2.38,0.99,504.98,,
693ecf187e549404d2798465,ESP8266-Sensors,2025-12-14|14:52:08,26.75,50.15,0.57,2.43,0.67,487.92,,
693ecf1d7e549404d2798466,ESP8266-Sensors,2025-12-14|14:52:13,25.59,86.39,1.9,0.82,0.99,533.57,,
693ecf227e549404d2798467,ESP8266-Sensors,2025-12-14|14:52:18,32.51,42.27,1.23,2.19,0.44,467.48,,
693ecf277e549404d2798468,ESP8266-Sensors,2025-12-14|14:52:23,30.29,73.57,1.54,4.44,0.86,581.97,,
693ecf2c7e549404d2798469,ESP8266-Sensors,2025-12-14|14:52:28,33.19,72.76,1.63,2.2,0.13,408.95,,
693ecf317e549404d279846a,ESP8266-Sensors,2025-12-14|14:52:33,31.64,62.49,0.52,4.5,0.72,404.56,,
693ecf367e549404d279846b,ESP8266-Sensors,2025-12-14|14:52:38,27.93,75.07,0.89,3.16,0.13,541.7,,
693ecf3b7e549404d279846c,ESP8266-Sensors,2025-12-14|14:52:43,31.68,41.12,0.97,0.57,0.58,550.73,,
693ecf407e549404d279846d,ESP8266-Sensors,2025-12-14|14:52:48,28.3,76.33,1.78,0.68,0.25,475.19,,
693ecf457e549404d279846e,ESP8266-Sensors,2025-12-14|14:52:53,30.46,64.51,0.97,4.24,0.64,470.21,,
693ecf4a7e549404d279846f,ESP8266-Sensors,2025-12-14|14:52:58,27.69,85.3,1.39,0.97,0.12,554.26,,
693ecf4f7e549404d2798470,ESP8266-Sensors,2025-12-14|14:53:03,33.86,72,1.92,0.81,0.17,580.41,,
693ecf547e549404d2798471,ESP8266-Sensors,2025-12-14|14:53:08,27.16,51.78,1.13,3.76,0.79,424.99,,
693ecf597e549404d2798472,ESP8266-Sensors,2025-12-14|14:53:13,34.96,62.48,1.11,1.66,0.66,595.99,,
693ecf5e7e549404d2798473,ESP8266-Sensors,2025-12-14|14:53:18,30.3,70.92,1.69,1.03,0.35,564.42,,
693ecf637e549404d2798474,ESP8266-Sensors,2025-12-14|14:53:23,29.02,48.84,0.64,1.19,0.32,401.21,,
693ecf687e549404d2798475,ESP8266-Sensors,2025-12-14|14:53:28,27.42,75.75,0.57,4.88,0.51,491.03,,
693ecf6d7e549404d2798476,ESP8266-Sensors,2025-12-14|14:53:33,32.07,43.96,1.8,2.58,0.96,415,,
693ecf727e549404d2798477,ESP8266-Sensors,2025-12-14|14:53:38,29.96,77.53,0.81,3.23,0.44,538.33,,
693ecf777e549404d2798478,ESP8266-Sensors,2025-12-14|14:53:43,34.17,65.5,1.16,2.11,0.83,529.67,,
693ecf7d7e549404d2798479,ESP8266-Sensors,2025-12-14|14:53:48,28.47,64.12,1.97,3.24,0.9,490.47,,
693ecf817e549404d279847a,ESP8266-Sensors,2025-12-14|14:53:53,29.83,79.23,1.18,4.51,0.36,553.86,,
693ecf937e549404d279847b,ESP8266-Sensors,2025-12-14|14:53:58,31.66,42.31,1.06,0.35,0.23,581.13,,
693ecfa07e549404d279847c,ESP8266-Sensors,2025-12-14|14:54:03,28.01,72.54,1.24,1.9,0.37,549.43,,
693ecfa07e549404d279847d,ESP8266-Sensors,2025-12-14|14:54:08,28.46,42.04,0.75,1.84,0.58,558.99,,
693ecfa07e549404d279847e,ESP8266-Sensors,2025-12-14|14:54:13,29.88,69.95,0.56,3.03,0.94,508.82,,
693ecfa07e549404d279847f,ESP8266-Sensors,2025-12-14|14:54:18,34.17,88.78,0.78,4.92,0.13,468.02,,
693ecfa07e549404d2798480,ESP8266-Sensors,2025-12-14|14:54:23,26.55,67.16,0.68,2.23,0.84,511.22,,
693ecfa47e549404d2798481,ESP8266-Sensors,2025-12-14|14:54:28,26.22,44.97,1.13,4.56,0.32,421.57,,
693ecfa97e549404d2798482,ESP8266-Sensors,2025-12-14|14:54:33,31.03,65.76,1.39,2.54,0.24,475.91,,
693ecfae7e549404d2798483,ESP8266-Sensors,2025-12-14|14:54:38,31.9,79.94,1.88,3.21,0.59,439.14,,
693ecfb37e549404d2798484,ESP8266-Sensors,2025-12-14|14:54:43,34.06,57.1,0.79,0.56,0.61,576.65,,
693ecfc07e549404d2798485,ESP8266-Sensors,2025-12-14|14:54:48,25.41,45.08,1.99,0.4,0.61,525.24,,
693ecfc07e549404d2798486,ESP8266-Sensors,2025-12-14|14:54:53,31.41,88.78,0.79,3.95,0.65,559.56,,
693ecfc27e549404d2798487,ESP8266-Sensors,2025-12-14|14:54:58,29.01,72.6,1.48,2.96,0.4,448.86,,
693ecfc77e549404d2798488,ESP8266-Sensors,2025-12-14|14:55:03,30.14,76.97,1.48,2.61,0.58,500.49,,
693ecfcc7e549404d2798489,ESP8266-Sensors,2025-12-14|14:55:08,25.77,56.33,1.02,1.73,0.9,505.18,,
693ecfd17e549404d279848a,ESP8266-Sensors,2025-12-14|14:55:13,28.45,76.84,1.1,3.41,0.72,482.19,,
693ecfd67e549404d279848b,ESP8266-Sensors,2025-12-14|14:55:18,26.3,88.7,0.96,1.06,0.58,512.08,,
693ecfdb7e549404d279848c,ESP8266-Sensors,2025-12-14|14:55:23,29.16,40.51,0.72,0.77,0.9,576.83,,
693ecfe07e549404d279848d,ESP8266-Sensors,2025-12-14|14:55:28,30.37,61.34,1.3,4.96,0.14,520.75,,
693ecfe57e549404d279848e,ESP8266-Sensors,2025-12-14|14:55:33,28.61,44.48,1.2,2.67,0.66,513.19,,
693ecfea7e549404d279848f,ESP8266-Sensors,2025-12-14|14:55:38,34.71,69.95,1.01,1.02,0.67,413.07,,
693ecfef7e549404d2798490,ESP8266-Sensors,2025-12-14|14:55:43,31.32,56.99,1.55,0.26,0.85,478.93,,
693ecff47e549404d2798491,ESP8266-Sensors,2025-12-14|14:55:48,26.51,47.28,1.64,0.35,0.47,470.21,,
693ecff97e549404d2798492,ESP8266-Sensors,2025-12-14|14:55:53,26.57,73.77,0.62,2.15,0.64,521.06,,
693ecffe7e549404d2798493,ESP8266-Sensors,2025-12-14|14:55:58,27.68,74.67,1.13,2.12,0.53,450.11,,
693ed0037e549404d2798494,ESP8266-Sensors,2025-12-14|14:56:03,34.06,78.25,1.56,1.15,0.3,420.71,,
693ed0087e549404d2798495,ESP8266-Sensors,2025-12-14|14:56:08,26.47,80.42,1.46,4.58,0.32,491.35,,
693ed00d7e549404d2798496,ESP8266-Sensors,2025-12-14|14:56:13,29.05,86.93,1.06,1.92,1,456.9,,
693ed0127e549404d2798497,ESP8266-Sensors,2025-12-14|14:56:18,26.96,76.58,0.93,1.5,0.61,447.08,,
693ed0177e549404d2798498,ESP8266-Sensors,2025-12-14|14:56:23,32.87,80.03,0.97,1.59,0.71,517.85,,
693ed01c7e549404d2798499,ESP8266-Sensors,2025-12-14|14:56:28,27.81,41.78,1.85,3.76,0.75,527.06,,
693ed0217e549404d279849a,ESP8266-Sensors,2025-12-14|14:56:33,28.76,66.87,1.21,1.58,0.2,589.97,,
693ed0267e549404d279849b,ESP8266-Sensors,2025-12-14|14:56:38,26.17,83.54,0.94,0.95,0.39,585.89,,
693ed02b7e549404d279849c,ESP8266-Sensors,2025-12-14|14:56:43,26.37,47.91,1.47,2.67,0.84,482.51,,
693ed0307e549404d279849d,ESP8266-Sensors,2025-12-14|14:56:48,34.74,52.76,0.75,0.73,0.19,431.39,,
693ed0357e549404d279849e,ESP8266-Sensors,2025-12-14|14:56:53,27.76,87.77,1.22,2.39,0.21,435.35,,
693ed03a7e549404d279849f,ESP8266-Sensors,2025-12-14|14:56:58,34.77,46.45,0.64,0.79,0.32,515.67,,
693ed03f7e549404d27984a0,ESP8266-Sensors,2025-12-14|14:57:03,31.88,78.03,0.73,4.75,0.42,582.31,,
693ed0447e549404d27984a1,ESP8266-Sensors,2025-12-14|14:57:08,33.37,54.28,1.64,2.4,0.98,455.41,,
693ed0497e549404d27984a2,ESP8266-Sensors,2025-12-14|14:57:13,31.08,77.17,0.71,0.77,0.41,590.53,,
693ed04e7e549404d27984a3,ESP8266-Sensors,2025-12-14|14:57:18,25.26,67.09,0.55,2.65,0.97,534.36,,
693ed0537e549404d27984a4,ESP8266-Sensors,2025-12-14|14:57:23,31.01,78.44,1.51,1.75,0.14,597.78,,
693ed0587e549404d27984a5,ESP8266-Sensors,2025-12-14|14:57:28,30.56,59.32,1.56,2.36,0.86,555.51,,
693ed05d7e549404d27984a6,ESP8266-Sensors,2025-12-14|14:57:33,31.7,88.96,0.83,1.86,0.66,518.3,,
693ed0627e549404d27984a7,ESP8266-Sensors,2025-12-14|14:57:38,32.34,67.16,1.64,4.22,0.53,544.47,,
693ed0677e549404d27984a8,ESP8266-Sensors,2025-12-14|14:57:43,26.49,52.31,0.56,2.1,0.76,587.41,,
693ed06c7e549404d27984a9,ESP8266-Sensors,2025-12-14|14:57:48,25.22,59.32,1.13,3.3,0.95,500.4,,
693ed0717e549404d27984aa,ESP8266-Sensors,2025-12-14|14:57:53,27.77,41.49,0.79,0.38,0.4,481.54,,
693ed0767e549404d27984ab,ESP8266-Sensors,2025-12-14|14:57:58,28.23,58.32,1.05,1.01,0.45,493.62,,
693ed07b7e549404d27984ac,ESP8266-Sensors,2025-12-14|14:58:03,27.71,85.97,1.57,3.03,0.65,525.34,,
693ed0807e549404d27984ad,ESP8266-Sensors,2025-12-14|14:58:08,30.39,64.99,1.35,2.58,0.54,537.1,,
693ed0857e549404d27984ae,ESP8266-Sensors,2025-12-14|14:58:13,33.19,82.82,1.09,2.53,0.66,520.71,,
693ed08a7e549404d27984af,ESP8266-Sensors,2025-12-14|14:58:18,34.62,46.63,1.72,4.02,0.11,479.23,,
693ed08f7e549404d27984b0,ESP8266-Sensors,2025-12-14|14:58:23,25.25,73.14,0.68,0.93,0.75,485.21,,
693ed0947e549404d27984b1,ESP8266-Sensors,2025-12-14|14:58:28,31.22,80.97,1.84,3.35,0.76,590.67,,
693ed0997e549404d27984b2,ESP8266-Sensors,2025-12-14|14:58:33,27.26,69.89,0.78,2.81,0.92,557.77,,
693ed09e7e549404d27984b3,ESP8266-Sensors,2025-12-14|14:58:38,27.33,73.54,1.9,2.46,0.76,578.57,,
693ed0a37e549404d27984b4,ESP8266-Sensors,2025-12-14|14:58:43,26.15,69,1.62,2.39,0.17,551.19,,
693ed0a87e549404d27984b5,ESP8266-Sensors,2025-12-14|14:58:48,31.2,49.52,1.62,1.85,0.2,541.49,,
693ed0ad7e549404d27984b6,ESP8266-Sensors,2025-12-14|14:58:53,27.96,70.03,1.75,4.16,0.98,510.47,,
693ed0b27e549404d27984b7,ESP8266-Sensors,2025-12-14|14:58:58,28.15,80.61,0.61,3.14,0.71,480.43,,
693ed0b77e549404d27984b8,ESP8266-Sensors,2025-12-14|14:59:03,26.17,83.87,0.68,3.92,0.28,416.89,,
693ed0bc7e549404d27984b9,ESP8266-Sensors,2025-12-14|14:59:08,32.18,41.93,1.34,4.72,0.55,418.26,,
693ed0c17e549404d27984ba,ESP8266-Sensors,2025-12-14|14:59:13,25.27,69.02,0.53,0.65,0.62,510.94,,
693ed0c67e549404d27984bb,ESP8266-Sensors,2025-12-14|14:59:18,31.03,85.83,0.71,4.71,0.87,551.84,,
693ed0cb7e549404d27984bc,ESP8266-Sensors,2025-12-14|14:59:23,27.29,87.8,1.23,1.46,0.82,534.43,,
693ed0d07e549404d27984bd,ESP8266-Sensors,2025-12-14|14:59:28,27.52,66.3,1.43,1.78,0.95,477.29,,
693ed0d57e549404d27984be,ESP8266-Sensors,2025-12-14|14:59:33,31.7,65.71,1.05,3.59,0.1,438.1,,
693ed0da7e549404d27984bf,ESP8266-Sensors,2025-12-14|14:59:38,28.2,49.48,1.76,3.03,0.55,488.82,,
693ed0df7e549404d27984c0,ESP8266-Sensors,2025-12-14|14:59:43,32.22,52.77,1.77,0.82,0.97,524.59,,
693ed0e47e549404d27984c1,ESP8266-Sensors,2025-12-14|14:59:48,32.72,61.6,0.53,1.37,0.8,452.21,,
693ed0e97e549404d27984c2,ESP8266-Sensors,2025-12-14|14:59:53,25.98,48.83,1.62,1.65,0.23,584.48,,
693ed0ee7e549404d27984c3,ESP8266-Sensors,2025-12-14|14:59:58,28.52,54.38,1.33,3.75,0.81,505.12,,
693ed0f37e549404d27984c4,ESP8266-Sensors,2025-12-14|15:00:03,32.47,60.06,0.75,4.43,0.21,413.13,,
693ed0f87e549404d27984c5,ESP8266-Sensors,2025-12-14|15:00:08,29.57,57.16,1.58,2.96,0.54,570.14,,
693ed0fd7e549404d27984c6,ESP8266-Sensors,2025-12-14|15:00:13,32,75.19,1.43,3.78,0.34,528.97,,
693ed1027e549404d27984c7,ESP8266-Sensors,2025-12-14|15:00:18,27.24,72.5,0.8,4.99,0.31,595.73,,
693ed1077e549404d27984c8,ESP8266-Sensors,2025-12-14|15:00:23,32.38,56.46,0.86,1.44,0.14,566.05,,
693ed10c7e549404d27984c9,ESP8266-Sensors,2025-12-14|15:00:28,29.38,43.71,0.73,3.8,0.34,502.39,,
693ed1117e549404d27984ca,ESP8266-Sensors,2025-12-14|15:00:33,27.6,71.62,1.42,3.91,0.96,550.79,,
693ed1167e549404d27984cb,ESP8266-Sensors,2025-12-14|15:00:38,31.12,72.65,1.43,0.58,0.64,501.5,,
693ed11b7e549404d27984cc,ESP8266-Sensors,2025-12-14|15:00:43,28.68,64.1,1.06,4.97,0.21,528.7,,
693ed1207e549404d27984cd,ESP8266-Sensors,2025-12-14|15:00:48,28.13,82.8,1.98,1.02,0.34,576.08,,
693ed1257e549404d27984ce,ESP8266-Sensors,2025-12-14|15:00:53,34.46,57.77,0.71,4.18,0.73,554.23,,
693ed12a7e549404d27984cf,ESP8266-Sensors,2025-12-14|15:00:58,33.31,41.88,0.81,4.78,0.35,514.16,,
693ed12f7e549404d27984d0,ESP8266-Sensors,2025-12-14|15:01:03,25.52,56.75,1.11,0.75,0.72,587.12,,
693ed1347e549404d27984d1,ESP8266-Sensors,2025-12-14|15:01:08,26.77,88.08,1.23,3.96,0.72,409.56,,
693ed1397e549404d27984d2,ESP8266-Sensors,2025-12-14|15:01:13,28.51,85.09,1.9,1.99,0.56,414.1,,
693ed13e7e549404d27984d3,ESP8266-Sensors,2025-12-14|15:01:18,25.14,58.03,1.97,3.51,0.36,503.26,,
693ed1437e549404d27984d4,ESP8266-Sensors,2025-12-14|15:01:23,34.6,61.32,1.88,0.66,0.82,555.72,,
693ed1487e549404d27984d5,ESP8266-Sensors,2025-12-14|15:01:28,28.94,48.13,0.84,2.71,0.71,496.41,,
693ed14d7e549404d27984d6,ESP8266-Sensors,2025-12-14|15:01:33,31.04,72.62,1.71,4.78,0.69,445.55,,
693ed1527e549404d27984d7,ESP8266-Sensors,2025-12-14|15:01:38,26.56,57.4,1.38,3.76,0.11,475.8,,
693ed1577e549404d27984d8,ESP8266-Sensors,2025-12-14|15:01:43,27.89,87.93,0.73,3.99,0.54,473.57,,
693ed15c7e549404d27984d9,ESP8266-Sensors,2025-12-14|15:01:48,30.79,55.06,1.21,0.99,0.94,425.82,,
693ed1617e549404d27984da,ESP8266-Sensors,2025-12-14|15:01:53,27.25,75.59,1.4,2.21,0.91,423.59,,
693ed1667e549404d27984db,ESP8266-Sensors,2025-12-14|15:01:58,31.38,54.54,0.78,2.54,0.98,432.77,,
693ed16b7e549404d27984dc,ESP8266-Sensors,2025-12-14|15:02:03,28.44,44.4,1.53,3.04,0.47,513.59,,
693ed1707e549404d27984dd,ESP8266-Sensors,2025-12-14|15:02:08,26.09,53.75,0.91,2.58,0.22,587.51,,
693ed1757e549404d27984de,ESP8266-Sensors,2025-12-14|15:02:13,30.76,42.18,0.93,3.13,0.22,494.41,,
693ed17a7e549404d27984df,ESP8266-Sensors,2025-12-14|15:02:18,28.72,79.15,1.05,1.37,0.79,576.36,,
693ed17f7e549404d27984e0,ESP8266-Sensors,2025-12-14|15:02:23,33.08,73.76,1.27,4.13,0.71,404.55,,
693ed1847e549404d27984e1,ESP8266-Sensors,2025-12-14|15:02:28,29.43,64.07,1.01,0.49,0.88,557.29,,
693ed1897e549404d27984e2,ESP8266-Sensors,2025-12-14|15:02:33,27.88,57.27,1.53,4.35,0.97,503.11,,
693ed18e7e549404d27984e3,ESP8266-Sensors,2025-12-14|15:02:38,27.03,66.22,1.91,0.39,0.51,537.14,,
693ed1937e549404d27984e4,ESP8266-Sensors,2025-12-14|15:02:43,33.13,52.8,1.62,2.96,0.22,424.64,,
693ed1987e549404d27984e5,ESP8266-Sensors,2025-12-14|15:02:48,25.45,86.82,0.87,2.97,0.72,533.26,,
693ed19d7e549404d27984e6,ESP8266-Sensors,2025-12-14|15:02:53,26.69,45.58,0.78,2.99,0.37,473.59,,
693ed1a27e549404d27984e7,ESP8266-Sensors,2025-12-14|15:02:58,34.25,73.88,1.51,4.02,0.55,464.81,,
693ed1a77e549404d27984e8,ESP8266-Sensors,2025-12-14|15:03:03,34.43,73.89,1.34,4.24,0.5,439.6,,
693ed1ac7e549404d27984e9,ESP8266-Sensors,2025-12-14|15:03:08,26.14,86.28,1.5,0.62,0.81,449.59,,
693ed1b17e549404d27984ea,ESP8266-Sensors,2025-12-14|15:03:13,34.33,60.8,1.3,1.94,0.55,404.43,,
693ed1b67e549404d27984eb,ESP8266-Sensors,2025-12-14|15:03:18,31.96,59.71,0.53,3.96,0.1,589.13,,
